loss,MAE,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
tensor(1.8497),1.0941900968551637,3.3265655040740967,False,1,4467b_00576,2023-06-30_11-44-13,1688114653,3.3265655040740967,639,pe8.int.triton.aalto.fi,10.10.100.8,3.3265655040740967,1
tensor(2.0534),1.155339288711548,3.4871487617492676,False,2,4467b_00576,2023-06-30_11-44-17,1688114657,6.813714265823364,639,pe8.int.triton.aalto.fi,10.10.100.8,6.813714265823364,2
tensor(1.1598),0.8637695670127868,3.271369218826294,False,3,4467b_00576,2023-06-30_11-44-20,1688114660,10.085083484649658,639,pe8.int.triton.aalto.fi,10.10.100.8,10.085083484649658,3
tensor(1.0948),0.8337727785110474,3.788984537124634,False,4,4467b_00576,2023-06-30_11-44-24,1688114664,13.874068021774292,639,pe8.int.triton.aalto.fi,10.10.100.8,13.874068021774292,4
tensor(1.4035),0.9485210537910461,4.020829916000366,False,5,4467b_00576,2023-06-30_11-44-28,1688114668,17.894897937774658,639,pe8.int.triton.aalto.fi,10.10.100.8,17.894897937774658,5
tensor(1.0950),0.8351539254188538,3.7299320697784424,False,6,4467b_00576,2023-06-30_11-44-32,1688114672,21.6248300075531,639,pe8.int.triton.aalto.fi,10.10.100.8,21.6248300075531,6
tensor(1.3488),0.9316095829010009,3.121532917022705,False,7,4467b_00576,2023-06-30_11-44-35,1688114675,24.746362924575806,639,pe8.int.triton.aalto.fi,10.10.100.8,24.746362924575806,7
tensor(1.5317),0.9853170156478882,3.3362362384796143,False,8,4467b_00576,2023-06-30_11-44-38,1688114678,28.08259916305542,639,pe8.int.triton.aalto.fi,10.10.100.8,28.08259916305542,8
tensor(1.4070),0.9450305104255676,3.405195474624634,False,9,4467b_00576,2023-06-30_11-44-42,1688114682,31.487794637680054,639,pe8.int.triton.aalto.fi,10.10.100.8,31.487794637680054,9
tensor(1.4629),0.9736554145812988,3.3412866592407227,False,10,4467b_00576,2023-06-30_11-44-45,1688114685,34.829081296920776,639,pe8.int.triton.aalto.fi,10.10.100.8,34.829081296920776,10
tensor(1.0982),0.847628903388977,2.0439515113830566,False,11,4467b_00576,2023-06-30_11-44-47,1688114687,36.87303280830383,639,pe8.int.triton.aalto.fi,10.10.100.8,36.87303280830383,11
tensor(1.0698),0.8365178823471069,1.3220295906066895,False,12,4467b_00576,2023-06-30_11-44-48,1688114688,38.19506239891052,639,pe8.int.triton.aalto.fi,10.10.100.8,38.19506239891052,12
tensor(1.3961),0.945042860507965,3.906433343887329,False,13,4467b_00576,2023-06-30_11-44-52,1688114692,42.10149574279785,639,pe8.int.triton.aalto.fi,10.10.100.8,42.10149574279785,13
tensor(1.1834),0.8792771577835083,3.1140592098236084,False,14,4467b_00576,2023-06-30_11-44-55,1688114695,45.21555495262146,639,pe8.int.triton.aalto.fi,10.10.100.8,45.21555495262146,14
tensor(0.9558),0.7951086163520813,3.660897731781006,False,15,4467b_00576,2023-06-30_11-44-59,1688114699,48.876452684402466,639,pe8.int.triton.aalto.fi,10.10.100.8,48.876452684402466,15
tensor(0.9507),0.7876294255256653,3.1111419200897217,True,16,4467b_00576,2023-06-30_11-45-02,1688114702,51.98759460449219,639,pe8.int.triton.aalto.fi,10.10.100.8,51.98759460449219,16
