loss,MAE,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
tensor(1.3255),0.9346861839294434,2.454633951187134,False,1,4467b_00814,2023-06-30_11-50-16,1688115016,2.454633951187134,642,pe8.int.triton.aalto.fi,10.10.100.8,2.454633951187134,1
tensor(1.2546),0.9185377955436707,2.798503875732422,False,2,4467b_00814,2023-06-30_11-50-19,1688115019,5.253137826919556,642,pe8.int.triton.aalto.fi,10.10.100.8,5.253137826919556,2
tensor(1.3531),0.9476926565170288,3.0801193714141846,False,3,4467b_00814,2023-06-30_11-50-22,1688115022,8.33325719833374,642,pe8.int.triton.aalto.fi,10.10.100.8,8.33325719833374,3
tensor(1.2666),0.9286785960197449,1.5275459289550781,True,4,4467b_00814,2023-06-30_11-50-24,1688115024,9.860803127288818,642,pe8.int.triton.aalto.fi,10.10.100.8,9.860803127288818,4
