loss,MAE,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
tensor(1.7110),1.071127212047577,4.443635702133179,False,1,c8e1a_00109,2023-06-30_11-15-52,1688112952,4.443635702133179,16672,pe8.int.triton.aalto.fi,10.10.100.8,4.443635702133179,1
tensor(1.1919),0.9116345107555389,1.4314079284667969,False,2,c8e1a_00109,2023-06-30_11-15-53,1688112953,5.875043630599976,16672,pe8.int.triton.aalto.fi,10.10.100.8,5.875043630599976,2
tensor(1.1609),0.870654684305191,1.5346338748931885,False,3,c8e1a_00109,2023-06-30_11-15-55,1688112955,7.409677505493164,16672,pe8.int.triton.aalto.fi,10.10.100.8,7.409677505493164,3
tensor(1.2055),0.8953550279140472,1.4038853645324707,True,4,c8e1a_00109,2023-06-30_11-15-56,1688112956,8.813562870025635,16672,pe8.int.triton.aalto.fi,10.10.100.8,8.813562870025635,4
