loss,MAE,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
tensor(2.0088),1.09364652633667,3.154780387878418,False,1,b04a4_00201,2023-06-30_16-30-09,1688131809,3.154780387878418,24078,pe8.int.triton.aalto.fi,10.10.100.8,3.154780387878418,1
tensor(2.0970),1.1246408224105835,3.2797470092773438,False,2,b04a4_00201,2023-06-30_16-30-12,1688131812,6.434527397155762,24078,pe8.int.triton.aalto.fi,10.10.100.8,6.434527397155762,2
tensor(2.3179),1.1932326316833497,3.135204792022705,False,3,b04a4_00201,2023-06-30_16-30-15,1688131815,9.569732189178467,24078,pe8.int.triton.aalto.fi,10.10.100.8,9.569732189178467,3
tensor(2.2606),1.178298044204712,3.1454572677612305,True,4,b04a4_00201,2023-06-30_16-30-18,1688131818,12.715189456939697,24078,pe8.int.triton.aalto.fi,10.10.100.8,12.715189456939697,4
