loss,MAE,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
tensor(1.8634),1.0656717538833618,1.2627935409545898,False,1,4467b_00908,2023-06-30_11-52-25,1688115145,1.2627935409545898,641,pe8.int.triton.aalto.fi,10.10.100.8,1.2627935409545898,1
tensor(2.8162),1.334925651550293,4.7262351512908936,False,2,4467b_00908,2023-06-30_11-52-30,1688115150,5.989028692245483,641,pe8.int.triton.aalto.fi,10.10.100.8,5.989028692245483,2
tensor(2.4152),1.2173508644104003,2.5448403358459473,False,3,4467b_00908,2023-06-30_11-52-32,1688115152,8.53386902809143,641,pe8.int.triton.aalto.fi,10.10.100.8,8.53386902809143,3
tensor(2.4335),1.22696795463562,3.112675905227661,True,4,4467b_00908,2023-06-30_11-52-36,1688115156,11.646544933319092,641,pe8.int.triton.aalto.fi,10.10.100.8,11.646544933319092,4
